Link_Image,CMTE_ID,CMTE_NM,CMTE_TP,CMTE_DSGN,CMTE_FILING_FREQ,CMTE_ST1,CMTE_ST2,CMTE_CITY,CMTE_ST,CMTE_ZIP,TRES_NM,CAND_ID,FEC_ELECTION_YR,INDV_CONTB,PTY_CMTE_CONTB,OTH_CMTE_CONTB,TTL_CONTB
https://www.fec.gov/data/committee/C00558171/?cycle=2022,C00558171,GREENSTEIN FOR CONGRESS,H,P,Q,16 KREBS RD,,PLAINSBORO,NJ,8536,"MAY, JENNIFER",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00580498/?cycle=2022,C00580498,CHANE FOR CONGRESS,H,P,Q,11380 PROSPERITY FARMS RD,SUITE 204,PALM BEACH GARDENS,FL,33410,"MAY, JENNIFER",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00713750/?cycle=2022,C00713750,JOSH GAPP FOR UNITED STATES SENATE,S,P,T,PO BOX 11328,,KNOXVILLE,TN,37939,"COLE, LINDA",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00124016/?cycle=2022,C00124016,HECLA MINING COMPANY/HECLA LIMITED PAC,Q,U,Q,6500 N MINERAL DRIVE SUITE 200,.,COEUR D'ALENE,ID,83815,"MIHARA, HANNAH MS",,2022,8450.88,0,0,8450.88
https://www.fec.gov/data/committee/C00129932/?cycle=2022,C00129932,AMERICAN RESORT DEVELOPMENT ASSOCIATION POLITICAL ACTION COMMITTEE (ARDA-PAC),Q,B,Q,1201 15TH STREET NW,SUITE 400,WASHINGTON,DC,20005,SANDRA YARTIN DEPOY,,2022,0,0,0,0
https://www.fec.gov/data/committee/C00352674/?cycle=2022,C00352674,GREAT RIVER ENERGY ACTION TEAM (GREAT),Q,U,Q,12300 ELM CREEK BLVD,,MAPLE GROVE,MN,55369,"FUJII, STACEY S",,2022,12914,0,0,12914
https://www.fec.gov/data/committee/C00364455/?cycle=2022,C00364455,FIDELITY NATIONAL FINANCIAL INC PAC 2001,Q,U,M,601 RIVERSIDE AVENUE,BUILDING V,JACKSONVILLE,FL,32204,"MAROON, SARAH",,2022,105495,0,0,105495
https://www.fec.gov/data/committee/C00366567/?cycle=2022,C00366567,JIM HENDREN FOR CONGRESS,H,P,Q,1607 HWY 72 SE,,GRAVETTE,AR,72736,"HENDREN, JAMES",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00384016/?cycle=2022,C00384016,NEUGEBAUER CONGRESSIONAL COMMITTEE,H,P,Q,3823 84TH STREET,APT 526,LUBBOCK,TX,79423,"JOHNSTON, REGINA KELLEY",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00384883/?cycle=2022,C00384883,UNIVERSITY OF SOUTH ALABAMA FEDERAL PAC,N,U,Q,585 LAKEVIEW WOODS DR.,,MOBILE,AL,36695,"LAWKIS, NICK",,2022,3552,0,0,3552
https://www.fec.gov/data/committee/C00385989/?cycle=2022,C00385989,"ATKINS US HOLDINGS, INC. PAC",Q,U,Q,4030 WEST BOY SCOUT BLVD,SUITE  700,TAMPA,FL,33607,"REINHARDT, SUSAN",,2022,37532.69,0,0,37532.69
https://www.fec.gov/data/committee/C00398222/?cycle=2022,C00398222,CDM SMITH INC. NATIONAL PAC,Q,U,Q,10560 ARROWHEAD DRIVE,SUITE 500,FAIRFAX,VA,22030,"MARTIN, DAVID A MR.",,2022,12052.52,0,0,12052.52
https://www.fec.gov/data/committee/C00404178/?cycle=2022,C00404178,NIXON PEABODY LLP PAC,Q,B,Q,1300 CLINTON SQUARE,,ROCHESTER,NY,14604,"MULLEN, STEPHEN B",,2022,17745,0,0,17745
https://www.fec.gov/data/committee/C00359299/?cycle=2022,C00359299,COMMITTEE FOR COMMON SENSE IN GOVERNMENT,Q,U,Q,P.O. BOX 2621,,HUNTSVILLE,AL,35804,"MCDANIEL, HENRI B.",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00083832/?cycle=2022,C00083832,IDA-PAC POLITICAL ACTION COMMITTEE,Q,U,Q,PO BOX 70,1220 WEST IDAHO,BOISE,ID,83707,"PETERSEN, KEN MR",,2022,4497.72,0,0,4497.72
https://www.fec.gov/data/committee/C00081422/?cycle=2022,C00081422,NEW YORK BANKERS ASSOCIATION POLITICAL ACTION COMMITTEE,Q,B,Q,99 PARK AVENUE,4TH FLOOR,NEW YORK,NY,10016,KAREN L. ARMSTRONG,,2022,0,0,0,0
https://www.fec.gov/data/committee/C00630285/?cycle=2022,C00630285,OC JOBS & EDUCATION,N,D,Q,3230 ARENA BLVD,STE 245-416,SACRAMENTO,CA,95834,"MARTINEZ, XAVIER MR",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00631762/?cycle=2022,C00631762,STEVAN PORTER FOR CONGRESS,H,P,Q,905 VINE ST,,HERNDON,VA,20170,"PORTER, STEVAN MICHAEL MR.",,2022,32.99,0,0,32.99
https://www.fec.gov/data/committee/C00638148/?cycle=2022,C00638148,SHIVA 4 SENATE,S,P,Q,701 CONCORD AVENUE,,CAMBRIDGE,MA,2138,"SCOVELL, SERENA",,2022,1782.23,0,0,2005.37
https://www.fec.gov/data/committee/C00658922/?cycle=2022,C00658922,BOBBY KAPLE FOR CONGRESS,H,P,Q,PO BOX 965,,ALPHARETTA,GA,30009,"MAY, JENNIFER",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00763185/?cycle=2022,C00763185,THE GEORGIA WAY,O,U,T,700 13TH STREET NW,SUITE 800,WASHINGTON,DC,20005,"LAMBE, REBECCA",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00068353/?cycle=2022,C00068353,LEAHY FOR U.S. SENATOR COMMITTEE,S,P,Q,PO BOX 1042,,MONTPELIER,VT,5601,ROBERT S DIPALMA,S4VT00017,2022,205807.1,0,112250,318057.1
https://www.fec.gov/data/committee/C00582858/?cycle=2022,C00582858,HEANEY FOR CONGRESS,H,P,Q,160 CHURCH ST,PO BOX 821,MILLBROOK,NY,12545,"GOSSELIN, PATRICK",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00588509/?cycle=2022,C00588509,ASSOCIATION FOR UNMANNED VEHICLE SYSTEMS INTERNATIONAL POLITICAL ACTION COMMITTEE (AUVSI PAC),Q,U,Q,2700 S QUINCY ST STE 400,,ARLINGTON,VA,22206,"THOMSON, ROBERT C. MR.",,2022,1198,0,0,1198
https://www.fec.gov/data/committee/C00590778/?cycle=2022,C00590778,LISA BLUNT ROCHESTER FOR CONGRESS,H,P,Q,PO BOX 9767,,WILMINGTON,DE,19809,"HOWARD, LYNNE",H6DE00206,2022,143792.34,400,73000,217192.34
https://www.fec.gov/data/committee/C00702829/?cycle=2022,C00702829,BICE FOR OK-05,H,A,T,PO BOX 30844,,BETHESDA,MD,20824,"MARTIN, STEVEN",H0OK05205,2022,0,0,0,0
https://www.fec.gov/data/committee/C00200659/?cycle=2022,C00200659,FLEISHMAN-HILLARD INC. PAC,Q,B,T,200 N. BROADWAY,,ST. LOUIS,MO,63102,"ROHLFING, FREDERIC L.",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00659235/?cycle=2022,C00659235,HAYDEN SHAMEL FOR ARKANSAS,H,P,T,P.O. BOX 20695,,HOT SPRINGS,AR,71903,"SHAMEL, HAYDEN",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00723742/?cycle=2022,C00723742,SLOCUM FOR CONGRESS,H,P,T,51194 ROMEO PLANK RD #222,,MACOMB,MI,48042,"KILGORE, PAUL",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00725424/?cycle=2022,C00725424,THE VICTORY CLUB,N,J,T,PO BOX 60148,,WASHINGTON,DC,20039,"WILLIAMSON, LES",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00757658/?cycle=2022,C00757658,UNITED STATES CITIZEN AFRICAN IMMIGRANTS,N,U,T,9901 BREEZY KNOLL CT.,,LANHAM,MD,20706,"FALLAH, ABU BAKARR",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00723536/?cycle=2022,C00723536,JOSH WINEGARNER FOR CONGRESS,H,P,T,PO BOX 1523,,CANYON,TX,79015,"CRATE, BRADLEY T",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00735092/?cycle=2022,C00735092,VOTE PARKER,H,P,T,149 LADYSLIPPER DR,,STATESVILLE,NC,28677,"EDWARDS, ALLEN RICHARD",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00076182/?cycle=2022,C00076182,NATIONAL TURKEY FEDERATION POLITICAL ACTION COMMITEE/TURPAC,Q,U,Q,1225 NEW YORK AVE NW,STE 400,WASHINGTON,DC,20005,"BRANDENBERGER, JOEL",,2022,1450,0,0,1450
https://www.fec.gov/data/committee/C00150045/?cycle=2022,C00150045,"NORTH ATLANTIC STATES REGIONAL COUNCIL OF CARPENTERS LEGISLATIVE IMPROVEMENT COMMITTEE, UNITED BROTHERHOOD OF CARPENTERS & JOINERS OF AMERICA",Q,U,Q,750 DORCHESTER AVE,,BOSTON,MA,2125,"JOYCE, STEPHEN",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00718866/?cycle=2022,C00718866,JON OSSOFF FOR SENATE,S,P,Q,PO BOX 450326,,ATLANTA,GA,31145,"MELE, STEVEN",,2022,7964315.5,2218.85,94949.44,8061483.79
https://www.fec.gov/data/committee/C00734871/?cycle=2022,C00734871,BRISCOE FOR CONGRESS 2022,H,P,Q,3843 S BRISTOL ST #604,,SANTA ANA,CA,92704,"RAY, LYSA",H8CA47078,2022,0,0,0,0
https://www.fec.gov/data/committee/C00009357/?cycle=2022,C00009357,"THE RECORDING INDUSTRY ASSOCIATION OF AMERICA, INC. POLITICAL ACTION COMMITTEE",Q,B,Q,1000 F STREET NW,2ND FLOOR,WASHINGTON,DC,20004,"WILLENS, MORNA",,2022,2016,0,0,2016
https://www.fec.gov/data/committee/C00570622/?cycle=2022,C00570622,VAQUERO PAC,Q,D,Q,1150 N LOOP 1604 W,STE 108 - 230,SAN ANTONIO,TX,78248,"VELA, RAFAEL",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00607721/?cycle=2022,C00607721,LAND OF OPPORTUNITY PAC,Q,D,Q,PO BOX 21097,,HOT SPRINGS,AR,71903,"KILGORE, PAUL MR.",,2022,0,0,5000,5000
https://www.fec.gov/data/committee/C00012229/?cycle=2022,C00012229,ALASKANS FOR DON YOUNG,H,P,Q,2504 FAIRBANKS ST,,ANCHORAGE,AK,99503,"THAYER, CURTIS",H6AK00045,2022,25998.61,0,19500,45498.61
https://www.fec.gov/data/committee/C00021121/?cycle=2022,C00021121,VOICE OF TEACHERS FOR EDUC/CMTE ON POL EDUC OF NY STATE UNTD TEACHERS (VOTE/COPE) OF NYSUT,Q,U,Q,800 TROY SCHENECTADY ROAD,,LATHAM,NY,121102455,"PALLOTTA, ANDREW",,2022,1694391.52,0,0,1694391.52
https://www.fec.gov/data/committee/C00022988/?cycle=2022,C00022988,AMERICAN HORTICULTURE INDUSTRY ASSOCIATION - POLITICAL ACTION COMMITTEE (AMERICANHORT PAC),Q,U,Q,525 9TH STREET NW,SUITE #800,WASHINGTON,DC,20004,"LIMBERT, KAREN L",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00679951/?cycle=2022,C00679951,"SECURING OHIO'S FUTURE ACTION FUND, INC.",O,U,T,PO BOX 376,,WORTHINGTON,OH,43085,"MCCAULEY, MIKE",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00714535/?cycle=2022,C00714535,KALI FOR KANSAS,H,P,T,410 N 6TH ST.,#957,GARDEN CITY,KS,67846,"RANGEL-LOPEZ, ALEJANDRO",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00715466/?cycle=2022,C00715466,DAVID RICHTER FOR CONGRESS INC.,H,P,T,PO BOX 480,,TOMS RIVER,NJ,8754,"CRATE, BRADLEY T MR",,2022,-102.4,0,0,-102.4
https://www.fec.gov/data/committee/C00025379/?cycle=2022,C00025379,FRIENDS OF JOHN LAFALCE,H,P,Q,150 W DAYTON ST,APT 1034,PASADENA,NY,91105,"LAFALCE, MARTIN J",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00702761/?cycle=2022,C00702761,RODIMER FOR NV-03,H,A,T,PO BOX 30844,,BETHESDA,MD,20824,"MARTIN, STEVEN",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00702779/?cycle=2022,C00702779,MARCHANT FOR NV-04,H,A,T,PO BOX 30844,,BETHESDA,MD,20824,"MARTIN, STEVEN",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00752782/?cycle=2022,C00752782,BETTER ROAD LOUISIANA,O,U,T,700 CAMP STREET,,NEW ORLEANS,LA,70130,"CARBO, RICHARD",,2022,-23,0,0,-23
https://www.fec.gov/data/committee/C00753384/?cycle=2022,C00753384,TEXAS RED,N,D,Q,PO BOX 52486,,AMARILLO,TX,79159,"MORROW, CHRIS",,2022,8800,0,0,8800
https://www.fec.gov/data/committee/C00761064/?cycle=2022,C00761064,API PA VOTES,O,U,Q,PO BOX 22611,,PHILADELPHIA,PA,19110,"SESHADRI, MOHAN",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00761304/?cycle=2022,C00761304,FLORIDA DEMOCRATIC MAJORITY,H,J,T,499 S CAPITOL ST SW,SUITE 407,WASHINGTON,DC,20003,"HAGGARD, LORA",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00563924/?cycle=2022,C00563924,"SCHNEIDER NATIONAL INC., TRANSPAC",Q,U,Q,3101 S PACKERLAND DRIVE,PO BOX 1475,GREEN BAY,WI,543051475,"DUMAS-MAGNIN, SHELLY",,2022,16405.6,0,0,16405.6
https://www.fec.gov/data/committee/C00564823/?cycle=2022,C00564823,RPG PAC,N,B,Q,1140 CONNECTICUT AVE NW SUITE 510,,WASHINGTON,DC,20036,"SCHIAZZA, LOUIS",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00300863/?cycle=2022,C00300863,FIRST NATIONAL OF NEBRASKA PAC,Q,U,M,1620 DODGE STREET,STOP 1105,OMAHA,NE,681971105,"CASTNER, ANNA  ",,2022,11974.3,0,0,11974.3
https://www.fec.gov/data/committee/C00302166/?cycle=2022,C00302166,"RADIAN GROUP, INC. POLITICAL ACTION COMMITTEE (RAD PAC)",Q,B,M,1500 MARKET STREET,,PHILADELPHIA,PA,19102,"CICHANOWSKY, EUGENE",,2022,14133.4,0,0,14133.4
https://www.fec.gov/data/committee/C00331918/?cycle=2022,C00331918,UA UNION PLUMBERS & PIPEFITTERS VOTE! PAC (UNITED ASSOCIATION OF JOURNEYMEN AND APPRENTICES OF THE PLUMBING & PIPEFITTING INDUSTRY OF THE UNITED STATES AND CANADA) PAC,Q,U,Q,20210 SW TETON AVENUE,,TUALATIN,OR,97062,"CHRISTIAN, LOU",,2022,3647.77,0,0,3647.77
https://www.fec.gov/data/committee/C00306449/?cycle=2022,C00306449,AMERICAN ACADEMY OF OTOLARYNGOLOGY-HEAD AND NECK SURGERY ENT PAC,Q,B,M,1650 DIAGONAL ROAD,,ALEXANDRIA,VA,22314,"JAMES C. DENNENY III, MD",,2022,65578.46,0,0,65578.46
https://www.fec.gov/data/committee/C00311944/?cycle=2022,C00311944,DGA-PAC THE POLITICAL ACTION COMMITTEE OF THE DIRECTORS GUILD OF AMERICA INC.,Q,U,M,7920 SUNSET BOULEVARD,,LOS ANGELES,CA,90046,"APTED, MICHAEL",,2022,42659.49,0,0,42659.49
https://www.fec.gov/data/committee/C00341396/?cycle=2022,C00341396,MOVEON.ORG POLITICAL ACTION,W,U,Q,PO BOX 96142,,WASHINGTON,DC,200906142,"MATZZIE, TOM",,2022,3943219.65,0,0,3943219.65
https://www.fec.gov/data/committee/C00320101/?cycle=2022,C00320101,FREEPORT-MCMORAN INC. CITIZENSHIP COMMITTEE,Q,B,M,333 N. CENTRAL AVENUE,,PHOENIX,AZ,850042189,"BERON, THOMAS",,2022,19021.31,0,0,19021.31
https://www.fec.gov/data/committee/C00309146/?cycle=2022,C00309146,AMERICAN GAMING ASSOCIATION POLITICAL ACTION COMMITTEE,Q,B,Q,1930 SUMMIT TERRACE,SUITE 700,ALEXANDRIA,VA,22307,"CYLKE, CHRIS",,2022,5082,0,0,5082
https://www.fec.gov/data/committee/C00310896/?cycle=2022,C00310896,RUBEN HINOJOSA FOR CONGRESS,H,P,Q,PO BOX 720452,,MCALLEN,TX,78504,"WINPISINGER, VICKIE L.",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00321943/?cycle=2022,C00321943,DEMOCRATIC PARTY OF ORANGE COUNTY FED PAC,Y,U,M,"249 E. OCEAN BLVD., SUITE 685",,LONG BEACH,CA,90802,"GOULD, DAVID",,2022,41386.51,0,9750,51136.51
https://www.fec.gov/data/committee/C00317503/?cycle=2022,C00317503,ENZI FOR US SENATE,S,P,Q,PO BOX 2775,,CODY,WY,82414,"TOPE, JUNE",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00326595/?cycle=2022,C00326595,CAPITAL ONE FINANCIAL CORP. ASSOC. POLITICAL FUND,Q,B,M,1600 CAPITAL ONE DRIVE,,MCLEAN,VA,22102,"TALLMAN, VINCENT R",,2022,437506.05,0,0,437506.05
https://www.fec.gov/data/committee/C00011544/?cycle=2022,C00011544,OHIO DENTAL ASSOCIATION POLITICAL ACTION COMMITTEE,Q,U,Q,1370 DUBLIN ROAD,,COLUMBUS,OH,43215,"FEATHERINGHAM, DALE ANNE DR.",,2022,88255,0,0,88255
https://www.fec.gov/data/committee/C00761932/?cycle=2022,C00761932,TRUGREEN PAC,N,U,Q,1790 KIRBY PKWY,FORUM II STE 300,MEMPHIS,TN,38138,"PHILLIPS, ROBERT III",,2022,17100,0,0,17100
https://www.fec.gov/data/committee/C00695429/?cycle=2022,C00695429,CHRISTIN POWERS CAMPAIGN,P,P,M,141 PINEHILL TRAIL W,,TEQUESTA,FL,33469,"SESSA, JOHN A",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00024935/?cycle=2022,C00024935,NORTHERN TRUST CORPORATION POLITICAL ACTION COMMITTEE (NORTHERN TRUST PAC),Q,B,Q,50 SOUTH LASALLE STREET - M-9,,CHICAGO,IL,60603,WENDY MAUSOLF,,2022,1119,0,0,1119
https://www.fec.gov/data/committee/C00375360/?cycle=2022,C00375360,AMERICAN COLLEGE OF CARDIOLOGY PAC (HEARTPAC),Q,B,M,2400 N ST NW,,WASHINGTON,DC,200371153,"THOMAS, MARIA",,2022,118971.8,0,0,118971.8
https://www.fec.gov/data/committee/C00376582/?cycle=2022,C00376582,BECTON DICKINSON AND COMPANY PAC,Q,B,Q,1 BECTON DRIVE MC085,,FRANKLIN LAKES,NJ,70241880,"RODETIS, GREG",,2022,10907.7,0,0,10907.7
https://www.fec.gov/data/committee/C00377044/?cycle=2022,C00377044,AT&T INC./WARNERMEDIA LLC OHIO EMPLOYEE POLITICAL ACTION COMMITTEE (AT&T/WARNERMEDIA OHIO PAC),Q,B,M,6889 W. SNOWVILLE ROAD,ROOM 3W-047,BRECKSVILLE,OH,44141,"TALBOO, DIANE MS",,2022,11628.5,0,0,11628.5
https://www.fec.gov/data/committee/C00748830/?cycle=2022,C00748830,COMMON SENSE NEW MEXICO,O,U,Q,PO BOX 341027,,AUSTIN,TX,78734,"HOBBS, CABELL",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00616177/?cycle=2022,C00616177,IMMIGRATION FOR AMERICANS,N,U,T,PO BOX 361,,SOUTH BERWICK,ME,3908,BURNELL W BAILEY,,2022,,,,
https://www.fec.gov/data/committee/C00380931/?cycle=2022,C00380931,SECURITAS SECURITY SERVICES USA POLITICAL ACTION COMMITTEE (SECURITAS USA PAC),Q,U,M,4330 PARK TERRACE DRIVE,,WESTLAKE VILLAGE,CA,91361,FREDERICK W. LONDON,,2022,3345,0,0,3345
https://www.fec.gov/data/committee/C00381012/?cycle=2022,C00381012,SEMI POLITICAL ALLIANCE OF SEMICONDUCTOR EQUIPMENT AND MATERIALS INTERNATIONAL,Q,B,M,"400 CAPITOL MALL, STE 1545",,SACRAMENTO,CA,95814,REBECCA OLSON,,2022,0,0,0,0
https://www.fec.gov/data/committee/C00385377/?cycle=2022,C00385377,ROAD TO VICTORY POLITICAL ACTION COMMITTEE,Q,D,M,1260 PEAKE LANE,,KNOXVILLE,TN,37922,"DUNCAN, HALLIE",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00723338/?cycle=2022,C00723338,CRY FREEDOM PAC,N,U,T,750 CHIPETA DRIVE,,RIDGWAY,CO,81432,"MULCAHY, RYAN",,2022,3000,0,0,3000
https://www.fec.gov/data/committee/C00738757/?cycle=2022,C00738757,PAULETTE FOR SENATE 2020,S,P,T,800 W MAIN STREET STE 1460,,BOISE,ID,83702,"WARREN, NANCY L",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00746545/?cycle=2022,C00746545,"GIDEON, KULKARNI, TIPIRNENI JOINT FUNDRAISING COMMITTEE",N,J,T,PO BOX 898,,SUGAR LAND,TX,77487,"VOGEL, TARYN",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00748681/?cycle=2022,C00748681,THE CODE BLUE PROJECT,N,U,Q,9792 MARTINGHAM CIRCLE,UNIT 12,ST. MICHAELS,MD,21663,"BERNSTEIN, PAMELA MS",,2022,525,0,0,525
https://www.fec.gov/data/committee/C00748905/?cycle=2022,C00748905,CONSERVATIVES FOR A BETTER PENNSYLVANIA,O,U,Q,1111 25TH STREET NW,,WASHINGTON,DC,20037,"COSTANZA, JAMES",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00387555/?cycle=2022,C00387555,COUNCIL FOR A LIVABLE WORLD CANDIDATE FUND,Q,B,M,820 1ST ST NE,STE LL-180,WASHINGTON,DC,20002,"ISAACS, JOHN D.",,2022,3006,0,5000,8006
https://www.fec.gov/data/committee/C00757674/?cycle=2022,C00757674,WE GOT YOU ELECTED,N,U,Q,"801 WASHINGTON AVENUE NORTH, #302",,MINNEAPOLIS,MN,55401,"EATON, ALEX",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00413096/?cycle=2022,C00413096,KANSANS FOR HUELSKAMP,H,P,Q,PO BOX 410,,FOWLER,KS,678440410,"SCHNEWEIS, RON E",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00414318/?cycle=2022,C00414318,LOEBSACK FOR CONGRESS,H,P,Q,PO BOX 3013,,IOWA CITY,IA,52244,"KYRIACOPOULOS, JANICA",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00714279/?cycle=2022,C00714279,JOSH HICKS FOR CONGRESS,H,P,T,PO BOX 1214,,LEXINGTON,KY,40588,"LOCKABY, MATTHEW",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00761569/?cycle=2022,C00761569,NO TO JOE PAC,O,U,T,PO BOX 26141,,ALEXANDRIA,VA,22313,"MARSTON, CHRIS",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00073791/?cycle=2022,C00073791,DOLLARS FOR DEMOCRATS,Y,U,Q,"430 SOUTH CAPITOL, NE",SUITE 300,WASHINGTON,DC,20003,ANN FISHMAN,,2022,58711.87,0,0,58711.87
https://www.fec.gov/data/committee/C00437913/?cycle=2022,C00437913,OLSON FOR CONGRESS COMMITTEE,H,P,T,PO BOX 16381,,SUGAR LAND,TX,774966381,"KEEL, THORNTON J.",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00726596/?cycle=2022,C00726596,YUKONG ZHAO FOR CONGRESS,H,P,T,1644 ANNA CATHERINE DRIVE,,ORLANDO,FL,32828,"HARDEE, CHADWICK",,2022,20,0,0,20
https://www.fec.gov/data/committee/C00144311/?cycle=2022,C00144311,MACY'S INC. RETAIL ISSUES FUND,Q,U,M,151 W 34TH STREET,13TH FLOOR,NEW YORK,NY,10001,CHARLES R MILLER,,2022,0,0,0,0
https://www.fec.gov/data/committee/C00199703/?cycle=2022,C00199703,GLAXOSMITHKLINE LLC PAC (GSK PAC),Q,B,M,"1050 K ST NW, STE 800",,WASHINGTON,DC,20001,"EDGE, HEATHER",,2022,123326.57,0,0,123326.57
https://www.fec.gov/data/committee/C00109678/?cycle=2022,C00109678,NEW HAMPSHIRE BANKERS ASSOCIATION FEDERAL BANKPAC,Q,U,Q,PO BOX 2586,ONE EAGLE SQUARE SUITE 504,CONCORD,NH,33022586,"HALE, RYAN",,2022,500,0,0,500
https://www.fec.gov/data/committee/C00240457/?cycle=2022,C00240457,SOCIETY FOR RELIEF OF DISTRESSED AND DECAYED PILOTS POLITICAL ACTION COMMITTEE,Q,U,M,P.O. BOX 15441,,WASHINGTON,DC,20003,"MASON, DAVID M.",,2022,9030,0,0,9030
https://www.fec.gov/data/committee/C00355818/?cycle=2022,C00355818,COUNCIL OF SCHOOL SUPERVISORS AND ADMINISTRATORS LOCAL 1 AFSA AFL-CIO,Q,U,Q,"40 RECTOR STREET, 12TH FLOOR",,NEW YORK,NY,10006,"CLAUDIO, ERMINIA",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00702746/?cycle=2022,C00702746,BECCHI FOR NJ-11,H,A,T,PO BOX 30844,,BETHESDA,MD,20824,"MARTIN, STEVEN",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00434696/?cycle=2022,C00434696,ILLINOIS ASSOCIATION OF REALTORS FEDERAL PAC,N,P,Q,522 SOUTH 5TH STREET,,SPRINGFIELD,IL,62701,"MADAUS, CATHY",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00470807/?cycle=2022,C00470807,MICHAEL GRIMM FOR CONGRESS,H,A,Q,610 S BOULEVARD,,TAMPA,FL,336062647,"WATKINS, NANCY H.",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00570614/?cycle=2022,C00570614,INNOVATIVE CRUSADERS OF TRUTH,O,U,T,3200 NORTHWOOD DRIVE #211,,CONCORD,CA,94520,MATTHEW DOYLE,,2022,0,0,0,0
https://www.fec.gov/data/committee/C00702878/?cycle=2022,C00702878,MACE FOR SC-01,H,A,T,PO BOX 30844,,BETHESDA,MD,20824,"MARTIN, STEVEN",H0SC01394,2022,0,0,0,0
https://www.fec.gov/data/committee/C00702902/?cycle=2022,C00702902,OWENS FOR UT-04,H,A,T,PO BOX 30844,,BETHESDA,MD,20824,"MARTIN, STEVEN",H0UT04076,2022,0,0,0,0
https://www.fec.gov/data/committee/C00702910/?cycle=2022,C00702910,TAYLOR FOR VA-02,H,A,T,PO BOX 30844,,BETHESDA,MD,20824,"MARTIN, STEVEN",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00702928/?cycle=2022,C00702928,FREITAS FOR VA-07,H,A,T,PO BOX 30844,,BETHESDA,MD,20824,"MARTIN, STEVEN",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00702936/?cycle=2022,C00702936,ANDREWS FOR VA-10,H,A,T,PO BOX 30844,,BETHESDA,MD,20824,"MARTIN, STEVEN",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00703835/?cycle=2022,C00703835,COMMITTEE TO ELECT JOHN COLLICK,H,P,T,PO BOX 71596,,RICHMOND,VA,23255,"SELPH, JOHN G. MR.",H0VA03124,2022,25,0,0,25
https://www.fec.gov/data/committee/C00727958/?cycle=2022,C00727958,"KATE FOR NJ, INC",H,P,Q,PO BOX 999,,EDISON,NJ,8818,"GRAVINO, RONALD",,2022,2090,0,0,2090
https://www.fec.gov/data/committee/C00728667/?cycle=2022,C00728667,AMERICA ONE,O,U,Q,PO BOX 26421,,ALEXANDRIA,VA,22313,"HOBBS, CABELL",,2022,0,0,0,0
https://www.fec.gov/data/committee/C00732107/?cycle=2022,C00732107,DRISCOLL FOR CONGRESS,H,P,Q,PO BOX 26141,,ALEXANDRIA,VA,22313,"MARSTON, CHRIS",,2022,0,0,0,0
